StreetID,hblock,streetName,PseudoJunctionCount,pseudoJunctionID1,pseudoJunctionID2,adjustJunctionID1,adjustJunctionID2,adjustStreetID1,adjustStreetID2,streetType,PropertyCount,Avg_CURRENT_LAND_VALUE,SD_CURRENT_LAND_VALUE,Avg_CURRENT_IMPROVEMENT_VALUE,SD_CURRENT_IMPROVEMENT_VALUE,Avg_ASSESSMENT_YEAR,SD_ASSESSMENT_YEAR,Avg_PREVIOUS_LAND_VALUE,SD_PREVIOUS_LAND_VALUE,Avg_PREVIOUS_IMPROVEMENT_VALUE,SD_PREVIOUS_IMPROVEMENT_VALUE,Avg_YEAR_BUILT,SD_YEAR_BUILT,Avg_BIG_IMPROVEMENT_YEAR,SD_BIG_IMPROVEMENT_YEAR,Avg_ALL24,Avg_ALL8_9,Avg_ALL10_16,Avg_ALL17_18,Shape_Length,Landuse,latitude,longitude
10298,7900-8300 KERR ST,KERR ST,0,0,0,5792,5803,,, Secondary Arterial,4.0,965333.3333,155930.5401,218666.6667,208008.1088,2013.0,0.0,905000.0,229301.1121,225433.3333,211944.1986,1969.5,15.24248449,1969.75,15.32699144,4650.571429,496.5,1913.285714,783.9285714,551.0817972,"R100, R100, S110, S110, S300, ",49.2204413,-123.0409249
10299,7900 ADERA ST,ADERA ST,0,0,0,1513,1515,,, Residential,2.0,1033500.0,85559.92052,188250.0,156624.152,2013.0,0.0,1078000.0,84852.81374,189700.0,144674.0474,1980.0,14.14213562,1980.0,14.14213562,654.25,58.25,301.0,104.75,94.99948537,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.21413,-123.143498
10300,7900 ANGUS DRIVE,ANGUS DRIVE,0,0,0,1337,1339,,, Collector,6.0,1863000.0,404993.3333,301866.6667,299296.954,2013.0,0.0,1910000.0,390522.2145,305750.0,288911.3618,1960.0,28.78193878,1979.333333,14.5968033,,,,,94.91558039,"R100, S110, S110, S110, S110, ",49.21413,-123.148452
10301,7900 ARGYLE ST,ARGYLE ST,0,0,0,4455,4456,,, Collector,5.0,878400.0,128826.6277,139940.0,146516.1698,2013.0,0.0,867800.0,122626.2615,140240.0,152588.5087,1974.8,20.21633003,1978.2,16.84339633,,,,,99.78335335,"S110, S110, S110, S110, S400, ",49.213313,-123.072027
10302,7900 ASH ST,ASH ST,0,0,0,2487,2490,,, Residential,2.0,1373500.0,89802.56121,785500.0,617304.22,2013.0,0.0,1416500.0,106773.124,808500.0,635688.9963,1999.0,16.97056275,1999.5,16.26345597,,,,,100.6405115,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.213366,-123.120154
10303,7900 BORDEN ST,BORDEN ST,0,0,0,4363,4366,,, Residential,1.0,893000.0,,40400.0,,2013.0,,858000.0,,37100.0,,1959.0,,1959.0,,,,,,99.35522789,"S110, S110, S110, S110, S110, S400, ",49.2131173,-123.074331025
10304,7900 CAMBIE ST,CAMBIE ST,0,0,0,2609,2611,,, Arterial,4.0,1074500.0,208752.6447,57075.0,28756.14427,2013.0,0.0,1090500.0,208629.6559,83075.0,68679.85513,1968.5,14.38749457,1968.5,14.38749457,4567.5,691.3333333,1914.333333,699.8333333,100.6431242,"S700, ",49.213127,-123.116883
10305,7900 COLUMBIA ST,COLUMBIA ST,0,0,0,2759,2762,,, Residential,2.0,1315000.0,140007.1427,47000.0,21778.88886,2013.0,0.0,1239500.0,119501.046,51500.0,26728.63633,1945.5,28.99137803,1960.5,7.778174593,,,,,87.444718,"S110, S110, S110, S110, S110, S110, S110, ",49.214055,-123.112735
10306,7900 EAST BOULEVARD,EAST BOULEVARD,0,0,0,1398,1414,,, Residential,3.0,1273666.667,234216.4241,82066.66667,72888.70511,2013.0,0.0,1315000.0,226894.2485,86733.33333,73047.19935,1941.0,21.0,1966.666667,11.71893055,,,,,100.9562513,"S110, S110, S110, S110, S700, S700, ",49.2232428,-123.1521803
10307,7900 FRASER ST,FRASER ST,0,0,0,3626,3628,,, Secondary Arterial,2.0,835500.0,543765.1147,92000.0,115965.5121,2013.0,0.0,858500.0,594676.803,101000.0,128693.4342,1976.5,34.64823228,1976.5,34.64823228,,,,,43.26992704,"S110, S110, S110, S200, S200, ",49.213006,-123.091042
10308,7900 FREMLIN ST,FREMLIN ST,0,0,0,2193,2196,,, Residential,3.0,1079000.0,38105.11777,254433.3333,181337.7052,2013.0,0.0,1118333.333,33486.31561,250933.3333,176941.836,1975.0,32.07802986,1984.333333,16.77299417,,,,,92.30812125,"R100, S110, S110, S110, S110, S110, S110, S110, ",49.22184415,-123.1273576
10309,7900 GRANVILLE ST,GRANVILLE ST,0,0,0,1640,1641,,, Arterial,28.0,526489.2857,303213.8707,293028.5714,168466.4751,2013.0,0.0,526053.5714,303311.7923,287878.5714,169706.7369,1978.071429,26.91265511,1985.428571,16.05183403,15778.05556,2030.0,6702.944444,2210.388889,95.10650919,"S110, S200, S200, S200, S200, S200, S230, S230, S230, S230, ",49.214008,-123.14036
10310,7900 INVERNESS ST,INVERNESS ST,0,0,0,4104,4109,,, Residential,6.0,755500.0,48040.60782,185316.6667,172729.8749,2013.0,0.0,763500.0,44505.05589,154333.3333,142764.2766,1976.833333,25.20648065,1978.333333,23.57682478,,,,,99.10948865,"S110, S110, S110, S110, S110, S110, S110, ",49.212037,-123.079902
10311,7900 KNIGHT ST,KNIGHT ST,0,0,0,4239,4241,,, Arterial,2.0,862000.0,5656.854249,31950.0,7848.885271,2013.0,0.0,851000.0,33941.1255,29000.0,7071.067812,1958.5,0.707106781,1958.5,0.707106781,,,,,99.40166001,"R100, R100, S130, S130, S130, S130, ",49.213053,-123.077096
10312,7900 LABURNUM ST,LABURNUM ST,0,0,0,1247,1278,,, Residential,8.0,1871000.0,331562.1036,341750.0,318988.0204,2013.0,0.0,1804125.0,341657.4883,315100.0,349465.3386,1946.75,21.39258884,1984.125,14.26722017,,,,,129.1634968,"S110, S110, S110, S110, S110, S110, ",49.214165,-123.151305
10313,7900 LAUREL ST,LAUREL ST,0,0,0,2263,2264,,, Residential,5.0,1057000.0,0.0,95440.0,23118.67211,2013.0,0.0,1099000.0,0.0,107480.0,25869.51874,1977.2,5.357238094,1977.6,5.941380311,,,,,92.33802834,"S110, S110, S110, S110, S110, S110, S110, ",49.213763,-123.125935
10314,7900 LEASIDE ST,LEASIDE ST,0,0,0,4595,4596,,, Residential,3.0,935333.3333,50806.82369,179400.0,244464.5578,2013.0,0.0,926000.0,58898.21729,182700.0,251302.7457,1957.0,38.97435054,1975.333333,24.54248018,,,,,101.772192,"S110, S110, S110, S110, S110, S110, S110, ",49.212879,-123.069102
10315,7900 MAIN ST,MAIN ST,0,0,0,3151,3153,,, Arterial,5.0,786400.0,166810.6711,77640.0,88565.58587,2013.0,0.0,767800.0,168152.3119,77440.0,85883.54324,1963.2,23.93115125,1963.2,23.93115125,,,,,45.54981998,"S110, S110, S110, S110, ",49.213558,-123.102089
10316,7900 MAIN ST,MAIN ST,0,0,0,3149,3151,,, Arterial,10.0,688500.0,175782.2201,96290.0,93706.03502,2013.0,0.0,667000.0,175198.9345,91070.0,91516.28938,1968.3,25.15750385,1969.1,24.56035649,,,,,67.98442917,"S110, S110, S110, S110, ",49.213558,-123.102089
10317,7900 MAIN ST,MAIN ST,0,0,0,3148,3149,,, Arterial,2.0,736500.0,248194.4802,152800.0,121905.2091,2013.0,0.0,713500.0,243951.8395,150450.0,118157.5431,1974.5,40.30508653,1984.0,26.87005769,,,,,28.35393397,"S110, S110, S110, S230, ",49.213558,-123.102089
10318,7900 MANITOBA ST,MANITOBA ST,0,0,0,2854,2855,,, Residential,,,,,,,,,,,,,,,,,,,,96.31540204,"S110, S110, S110, S110, S110, S110, S110, ",49.213318,-123.109941
10319,7900 MANITOBA ST,MANITOBA ST,0,0,0,2852,2854,,, Residential,2.0,862500.0,60104.0764,27100.0,14283.55698,2013.0,0.0,819000.0,56568.54249,31100.0,19233.30445,1941.0,32.52691193,1957.0,9.899494937,,,,,35.68935085,"S110, S110, S110, S200, ",49.213318,-123.109941
10320,7900 ONTARIO ST,ONTARIO ST,0,0,0,2961,2966,,, Residential,10.0,894800.0,91871.6496,137640.0,137366.5672,2013.0,0.0,874200.0,101868.979,133200.0,121705.8841,1968.8,19.66836151,1974.2,17.84376642,0.0,0.0,0.0,0.0,114.5285775,"S110, S110, S110, S110, S110, S200, ",49.214144,-123.106442
10321,7900 POPLAR ST,POPLAR ST,0,0,0,3569,3570,,, Residential,,,,,,,,,,,,,,,,,,,,58.22448533,"R100, S110, S110, S110, ",49.2118659,-123.093620925
10322,7900 PRINCE EDWARD ST,PRINCE EDWARD ST,0,0,0,3370,3374,,, Residential,5.0,777800.0,26185.87405,235800.0,106057.5316,2013.0,0.0,757800.0,25083.85935,221200.0,91794.33534,1986.6,8.67755726,1987.6,8.142481194,,,,,95.95772739,"S110, S110, S110, S110, S110, S110, S110, ",49.2125,-123.097958
10323,7900 PRINCE EDWARD ST,PRINCE EDWARD ST,0,0,0,3367,3370,,, Residential,4.0,837750.0,44589.79704,514000.0,149833.2406,2013.0,0.0,817250.0,45161.74635,449000.0,124346.2907,2002.25,8.057087977,2002.25,8.057087977,,,,,35.55267499,"S110, S110, S110, S110, ",49.2125,-123.097958
10324,7900 SOPHIA ST,SOPHIA ST,0,0,0,3258,3260,,, Residential,4.0,710000.0,5773.502692,93025.0,37447.77474,2013.0,0.0,699000.0,4618.802154,91050.0,35163.38057,1972.5,8.582928793,1972.5,8.582928793,,,,,105.0119294,"S110, S110, S110, S110, S110, S110, S110, ",49.21356,-123.100163
10325,7900 VICTORIA DRIVE,VICTORIA DRIVE,0,0,0,4700,4702,,, Secondary Arterial,7.0,912285.7143,63850.64418,380857.1429,215334.955,2013.0,0.0,807285.7143,86694.31793,389685.7143,219121.9404,1990.571429,19.54360205,1992.428571,15.17516769,,,,,86.30990342,"S110, S110, S110, S110, ",49.212546,-123.066056
10326,7900 WINDSOR ST,WINDSOR ST,0,0,0,3842,3846,,, Residential,5.0,696800.0,6260.990337,146180.0,107449.3927,2013.0,0.0,710400.0,7765.307463,131160.0,100642.3519,1980.2,20.58397435,1983.4,16.28803242,,,,,102.0689197,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.213107,-123.0857
10327,7900 YUKON ST,YUKON ST,0,0,0,2705,2709,,, Residential,9.0,1242888.889,100142.9534,188288.8889,217327.4801,2013.0,0.0,1180777.778,90913.11481,191000.0,213317.5977,1965.111111,22.92075721,1969.888889,17.19334497,,,,,100.0682225,"S110, S110, S110, S110, S110, S130, ",49.212929,-123.114659
10328,7900 YUKON ST,YUKON ST,1,2704,0,2705,0,10608.0,, Residential,,,,,,,,,,,,,,,,,,,,6.729868008,"S110, S110, S110, S130, ",49.212929,-123.114659
10329,800-1000 BOUNDARY ROAD,BOUNDARY ROAD,0,0,0,6541,6546,,, Arterial,8.0,7224166.667,13991973.2,1056600.0,2319260.565,2013.0,0.0,7172333.333,13874526.29,1086800.0,2437397.286,1976.0,33.50223873,1977.0,33.69866466,,,,,276.1510037,"R100, S110, S110, S410, ",49.1827339,-122.9578323
10330,800-1000 E 56TH AV,E 56TH AV,1,3869,0,3770,0,10800.0,, Residential,29.0,712068.9655,40299.70847,224296.5517,140774.4637,2013.0,0.0,723241.3793,37648.42548,186062.069,117750.4941,1984.275862,24.92258951,1987.793103,18.27249946,71.5,7.75,23.16666667,10.66666667,184.2031568,"S110, S110, S110, S110, ",49.2184371,-123.045532175
10331,800-900 BROUGHTON ST,BROUGHTON ST,0,0,0,2002,2041,,, Residential,34.0,817676.4706,3063194.082,131435.2941,84925.19304,2013.0,0.0,725735.2941,2566406.323,128720.5882,86422.95142,1984.882353,14.29296226,1986.352941,5.979167637,,,,,110.0331317,"R100, S130, S130, S130, S131, S135, S135, S135, S400, ",49.2867499,-123.1318895
10332,800-900 BUTE ST,BUTE ST,0,0,0,2119,2169,,, Residential,56.0,619660.7143,2068175.624,763875.0,2551221.918,2013.0,0.0,543410.7143,1611124.404,734642.8571,2508057.259,1989.910714,6.694032039,1989.910714,6.694032039,,,,,109.956618,"S130, S130, S130, S130, S130, S135, S135, S400, ",49.2843032,-123.1299447
10333,800-900 CANADA PLACE,CANADA PLACE,0,0,0,2676,2751,,, Arterial,7.0,35813142.86,28033014.07,54840142.86,42284554.81,2013.0,0.0,33827714.29,26614722.92,52781714.29,39352287.22,1986.666667,2.160246899,1986.666667,2.160246899,,,,,201.5714564,"S200, S200, S600, ",49.28832,-123.1119875
10335,800-900 CARDERO ST,CARDERO ST,0,0,0,1902,1948,,, Residential,10.0,895400.0,1322890.707,1536400.0,2976350.943,2013.0,0.0,749000.0,1012093.21,1459600.0,2811505.457,1986.2,10.16311413,1986.2,10.16311413,,,,,109.9989469,"S110, S110, S130, S130, S130, S130, S130, S135, S135, ",49.2879608,-123.1349164
10336,800-900 CARRALL ST,CARRALL ST,0,0,0,2975,0,,, Residential,,,,,,,,,,,,,,,,15198.0,1589.0,6124.5,2201.0,169.0624999,"R200, U100, ",49.280344,-123.1048474
10337,800-900 CHILCO ST,CHILCO ST,0,0,0,1645,1685,,, Residential,45.0,603511.1111,1285284.875,375286.6667,1305946.894,2013.0,0.0,520311.1111,994531.9781,364008.8889,1255619.817,1963.311111,6.497629715,1963.311111,6.497629715,593.5,58.33333333,228.0,96.83333333,109.8559189,"S130, S130, S135, S135, S135, S135, S135, S135, ",49.2920331,-123.1400586
10338,800-900 DENMAN ST,DENMAN ST,0,0,0,1767,1812,,, Arterial,3.0,1457000.0,1047478.878,683966.6667,687680.9604,2013.0,0.0,1259333.333,747984.1799,599333.3333,538007.7447,1956.333333,17.55942292,1973.666667,16.01041328,6091.25,739.8125,2529.1875,771.1875,109.9864105,"S200, S200, S200, S200, S200, S200, S230, S400, ",49.2905133,-123.1367274
10339,800-900 E 38TH AV,E 38TH AV,0,0,0,3747,3892,,, Residential,42.0,713619.0476,55412.84186,160823.8095,80252.09308,2013.0,0.0,698000.0,53937.63336,159385.7143,79819.34349,1974.095238,23.84585614,1984.785714,12.77867071,,,,,242.7695801,"S110, S110, S110, S110, S110, S110, ",49.2356063,-123.05921985
10340,800-900 E 39TH AV,E 39TH AV,0,0,0,3745,3890,,, Residential,25.0,1705160.0,4964716.295,493464.0,1838099.652,2013.0,0.0,1666920.0,4857861.78,491272.0,1830857.686,1968.458333,23.4742767,1975.458333,13.18094529,0.0,0.0,0.0,0.0,242.9035045,"R100, S110, S110, S110, S110, S400, ",49.2348724,-123.072450575
10341,800-900 E 50TH AV,E 50TH AV,0,0,0,3750,3866,,, Residential,37.0,738000.0,0.0,162235.1351,91304.71941,2013.0,0.0,754000.0,0.0,143983.7838,85385.4968,1984.648649,14.69356665,1985.216216,14.31226191,,,,,201.1410337,"S110, S110, S110, S110, S110, S110, S400, ",49.2239561,-123.0375002
10342,800-900 E 51ST AV,E 51ST AV,0,0,0,3748,3864,,, Residential,32.0,768625.0,33496.99072,200681.25,152789.4534,2013.0,0.0,780593.75,30042.82897,181612.5,132551.197,1976.4375,27.27983717,1982.46875,20.08688286,374.6666667,44.5,155.0,61.33333333,201.0180289,"S110, S110, S110, S110, S110, S110, ",49.223224,-123.068347825
10343,800-900 E 52ND AV,E 52ND AV,0,0,0,3746,3863,,, Residential,27.0,816592.5926,111625.8377,241551.8519,533404.7045,2013.0,0.0,817555.5556,96350.05622,243037.037,563369.4458,1967.814815,15.65010945,1971.37037,14.98242085,160.8333333,15.83333333,65.5,20.16666667,201.0528512,"S110, S110, S110, S110, S130, S130, S131, ",49.2221137,-123.050792201786
10344,800-900 E 53RD AV,E 53RD AV,2,3777,3868,0,0,9664.0,10797.0, Residential,36.0,884222.2222,110484.4168,167616.6667,202414.6995,2013.0,0.0,891472.2222,108900.344,133780.5556,173693.7532,1969.638889,24.12367276,1974.083333,18.1413104,,,,,175.44489,"S110, S110, S110, S110, ",49.2210984,-123.03719415
10345,800-900 E 54TH AV,E 54TH AV,2,3808,3875,0,0,9665.0,10798.0, Residential,21.0,780176.4706,169812.8511,85823.52941,124510.8857,2013.0,0.0,914312.5,208502.508,76418.75,115132.8636,1953.4375,26.77304303,1965.0,16.81269362,,,,,129.9570364,"S110, S110, S110, S400, ",49.219935,-123.050099551786
10346,800-900 E 55TH AV,E 55TH AV,1,3873,0,3773,0,10799.0,, Residential,29.0,684000.0,61669.6267,193596.5517,148734.8803,2013.0,0.0,693931.0345,62480.81479,163972.4138,116776.7219,1981.172414,24.78632827,1986.448276,16.25815445,235.1666667,28.66666667,84.16666667,36.66666667,184.812934,"S110, S110, S110, S110, ",49.2191642,-123.0414938
10347,800-900 E 57TH AV,E 57TH AV,0,0,0,3768,3862,,, Collector,30.0,653266.6667,17999.87229,133190.0,132002.6158,2013.0,0.0,647766.6667,15990.69413,95890.0,93244.6258,1966.966667,29.82302204,1974.366667,23.95323509,4018.333333,504.0,1533.333333,667.6666667,171.612485,"S110, S110, S110, S110, S110, ",49.2177694,-123.0518521
10348,800-900 E 58TH AV,E 58TH AV,0,0,0,3765,3860,,, Residential,42.0,740690.4762,145129.965,217483.3333,132706.8949,2013.0,0.0,757619.0476,149052.7738,195292.8571,115427.1735,1985.952381,24.52370917,1988.428571,20.35914471,142.5,21.33333333,48.83333333,23.83333333,171.9039283,"S110, S110, S110, S110, S110, S110, ",49.2164914,-123.040076012719
10349,800-900 E 59TH AV,E 59TH AV,0,0,0,3762,3858,,, Residential,33.0,770242.4242,171024.8575,269615.1515,102071.9725,2013.0,0.0,789666.6667,173312.1582,239021.2121,86505.04955,1997.0,13.27120944,1997.181818,13.05625938,,,,,172.0231043,"R100, S110, S110, S110, S110, S400, ",49.2168368,-123.043085758108
10350,800-900 E 61ST AV,E 61ST AV,0,0,0,3757,3848,,, Residential,10.0,715700.0,138361.8846,204020.0,162300.6935,2013.0,0.0,730900.0,140161.3752,193950.0,156874.7643,1980.5,25.8897234,1986.6,16.95877354,368.8333333,42.66666667,133.8333333,56.0,160.9263306,"R100, S110, S110, S110, S110, S110, S110, ",49.214913,-123.082707401786
10351,800-900 E 62ND AV,E 62ND AV,0,0,0,3749,3847,,, Residential,14.0,699285.7143,78803.97156,146335.7143,109498.947,2013.0,0.0,714214.2857,80267.99206,134985.7143,96741.64529,1969.214286,28.28475689,1977.785714,17.4054747,512.5,61.66666667,185.3333333,89.66666667,169.4439842,"S110, S110, S110, S110, S110, S110, S110, S110, S110, S110, ",49.2138322,-123.037772025
10352,800-900 E 63RD AV,E 63RD AV,0,0,0,3744,3846,,, Residential,25.0,710320.0,25607.16046,116148.0,121172.7181,2013.0,0.0,723880.0,25017.19409,94752.0,84379.67824,1966.28,28.17285928,1972.96,19.61818884,473.1666667,45.5,169.0,86.83333333,178.3573269,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.2132256,-123.039927925
10353,800-900 E 64TH AV,E 64TH AV,0,0,0,3743,3842,,, Residential,33.0,715757.5758,43870.56979,152393.9394,112915.2031,2013.0,0.0,728333.3333,42496.07825,127912.1212,95376.69316,1976.606061,24.10775212,1979.787879,20.03864637,,,,,178.1376222,"S110, S110, S110, S110, S110, ",49.21226675,-123.086248820175
10354,800-900 GILFORD ST,GILFORD ST,0,0,0,1704,1741,,, Residential,4.0,3357950.0,100.0,3383600.0,1963133.271,2013.0,0.0,2631950.0,100.0,3307525.0,1438654.778,1949.75,9.844626284,1949.75,9.844626284,,,,,109.9535468,"S130, S130, S135, S135, S135, S135, S135, S200, ",49.2907644,-123.1392511
10355,800-900 MALKIN AV,MALKIN AV,0,0,0,3828,3967,,, Residential,9.0,9827000.0,21345167.18,326655.5556,519290.615,2013.0,0.0,9236444.444,19785360.89,556833.3333,812880.2956,1959.444444,3.574601765,1968.0,6.0,708.75,116.25,395.5,75.0,266.1910656,"R100, R100, S300, S300, S300, S400, ",49.2749184,-123.0885859
10356,800-900 NICOLA ST,NICOLA ST,0,0,0,1952,1990,,, Residential,47.0,326446.8085,51307.60114,212765.9574,31581.64902,2013.0,0.0,312553.1915,47492.24583,204106.383,29950.12814,1979.340426,3.238871219,1979.340426,3.238871219,,,,,110.0577879,"R100, S130, S130, S131, S135, S135, S135, S230, ",49.2866318,-123.1339933
10357,800-900 SE MARINE DRIVE,SE MARINE DRIVE,0,0,0,3742,3836,,, Arterial,18.0,811555.5556,596839.3441,97583.33333,96610.5356,2013.0,0.0,746111.1111,449353.7698,121766.6667,129495.3372,1967.166667,19.37023186,1969.722222,20.94756916,,,,,177.9770768,"S110, S110, S110, S200, S300, ",49.2092373,-123.0657524
10358,800-900 THURLOW ST,THURLOW ST,0,0,0,2221,2269,,, Arterial,37.0,267702.7027,82700.2166,222972.973,57840.53101,2013.0,0.0,268270.2703,79271.2112,211891.8919,57596.1919,1990.0,0.0,1990.0,0.0,,,,,109.9659371,"S130, S130, S130, S130, S135, S135, S235, S400, ",49.2835159,-123.1269968
10359,800-900 W 37TH AV,W 37TH AV,0,0,0,2168,2357,,, Residential,14.0,4476000.0,10207480.78,217771.4286,276371.7102,2013.0,0.0,4641928.571,10896662.46,221085.7143,279925.2369,1965.307692,23.34303827,1971.846154,21.04299628,0.0,0.0,0.0,0.0,307.0186426,"R100, R100, R100, S110, S110, S110, S110, S131, ",49.2384831,-123.151504
10360,800-900 W 38TH AV,W 38TH AV,0,0,0,2166,2356,,, Residential,19.0,1438235.294,497173.7032,188341.1765,337845.1329,2013.0,0.0,1403470.588,531221.4837,162747.0588,269749.9609,1970.882353,28.15777502,1971.0,28.06911114,0.0,0.0,0.0,0.0,307.025011,"R100, S110, S110, S110, S110, S110, S131, S700, ",49.2361902,-123.1067779
10361,800-900 W 41ST AV,W 41ST AV,0,0,0,2164,2352,,, Arterial,3.0,5962666.667,9028603.51,2576433.333,3863225.021,2013.0,0.0,5939333.333,9048810.769,2619500.0,3925694.302,1992.0,25.98076211,1998.0,15.58845727,,,,,307.0460387,"R100, S110, S200, S200, S235, S400, S700, ",49.2342182,-123.1514867
10362,800-900 W CORDOVA ST,W CORDOVA ST,0,0,0,2647,2726,,, Arterial,1.0,5273000.0,,6831000.0,,2013.0,,5273000.0,,3935000.0,,1911.0,,1940.0,,,,,,209.7766164,"S200, S200, S200, S200, S200, S235, S235, ",49.286419,-123.1137651
10365,800 BEACH AV,BEACH AV,0,0,0,1964,2013,,, Arterial,159.0,469636.9427,911938.2019,233564.3312,82489.56034,2013.0,0.0,460152.8662,857763.5587,227703.1847,78197.29602,1987.923077,2.171779296,1987.923077,2.171779296,4125.538462,324.5897436,1620.429487,589.4230769,99.28331095,"R100, S135, S200, S200, S235, S235, ",49.27479,-123.131919
10366,800 BEATTY ST,BEATTY ST,0,0,0,2669,2723,,, Arterial,39.0,1451897.436,3068524.425,2884317.949,15651754.98,2013.0,0.0,1442102.564,3025472.436,2581520.513,13935835.41,1996.512821,21.59784565,1999.179487,11.89177468,3717.1875,495.9375,1577.75,609.25,164.8771647,"R100, S135, S200, S200, S200, S200, S200, S230, S235, S235, ",49.277505,-123.114112
10367,800 BIDWELL ST,BIDWELL ST,0,0,0,1884,1925,,, Residential,5.0,1077800.0,823620.483,506820.0,873515.5076,2013.0,0.0,975400.0,623488.4121,501560.0,865252.9734,1990.4,16.99411663,1990.4,16.99411663,,,,,109.9388433,"R100, S130, S135, S135, S230, S230, S235, ",49.290415,-123.133953
10368,800 BROUGHTON ST,BROUGHTON ST,0,0,0,2041,2095,,, Residential,4.0,3158000.0,2293552.121,4834500.0,7385952.274,2013.0,0.0,2706750.0,1893142.427,4616750.0,6926100.075,1932.75,32.35609165,1962.75,5.188127472,899.0952381,96.16666667,331.9285714,152.2857143,109.9894262,"R100, S110, S130, S130, S135, S200, S200, S230, U100, ",49.287271,-123.130931
10369,800 BURRARD ST,BURRARD ST,0,0,0,2316,2379,,, Arterial,76.0,826460.5263,3975706.795,646639.4737,2902811.659,2013.0,0.0,782368.4211,3610607.158,694777.6316,3191667.595,1982.618421,5.57845165,1982.921053,3.178104919,,,,,164.9564737,"S200, S200, S200, S200, S200, S235, S235, S235, ",49.283162,-123.122874
10370,800 BUTE ST,BUTE ST,0,0,0,2169,2217,,, Residential,2.0,2116000.0,1153998.267,897500.0,910046.4274,2013.0,0.0,1975500.0,1352695.272,693000.0,619425.5403,1946.5,58.68986284,1947.5,60.1040764,1343.882353,140.0588235,543.1176471,243.3235294,109.975195,"S130, S130, S130, S200, S200, S200, S200, S400, U100, ",49.285947,-123.127071
10371,800 CAMBIE ST,CAMBIE ST,0,0,0,2629,2697,,, Arterial,7.0,8711714.286,6432317.097,5365000.0,8548731.524,2013.0,0.0,8152000.0,6014105.309,4114285.714,6530372.825,1945.142857,35.80702246,1969.0,22.91287847,4076.0,539.8,1908.5,600.7,164.5828582,"S200, S200, S200, S235, S235, S235, S400, S700, ",49.278213,-123.114954
10372,800 CAMPBELL AV,CAMPBELL AV,0,0,0,3884,3885,,, Residential,3.0,5232333.333,4239483.027,123466.6667,106116.9795,2013.0,0.0,4569000.0,3652895.153,762666.6667,395484.9344,1986.333333,14.43375673,1986.333333,14.43375673,1315.466667,137.2666667,599.5666667,212.4333333,100.6755851,"R100, S110, S110, S130, S130, S135, ",49.277403,-123.084954
10373,800 CARDERO ST,CARDERO ST,0,0,0,1948,1981,,, Residential,14.0,1535928.571,2607520.823,509385.7143,1344940.851,2013.0,0.0,1415142.857,2535812.868,514621.4286,1262681.137,1965.5,41.54839625,1982.357143,23.83471012,,,,,110.0020237,"S110, S130, S130, S135, S200, S200, S235, S235, ",49.28951,-123.132221
10374,800 CASSIAR ST,CASSIAR ST,1,6265,0,6263,0,10811.0,, Residential,57.0,302421.0526,38288.82127,207754.386,22751.98634,2013.0,0.0,318000.0,38771.30751,183140.3509,21307.64333,1996.789474,0.411306373,1996.789474,0.411306373,,,,,91.83586239,"R100, R100, S110, S131, ",49.278019,-123.030881
10375,800 CHARLESON,CHARLESON,0,0,0,2343,2430,,, Residential,,,,,,,,,,,,,,,,,,,,172.3250572,"R100, S700, ",49.2680481,-123.1266695
10376,800 CHILCO ST,CHILCO ST,0,0,0,1685,1731,,, Residential,2.0,3358000.0,0.0,4305500.0,1212688.13,2013.0,0.0,2632000.0,0.0,4294000.0,1500480.59,1953.5,0.707106781,1953.5,0.707106781,664.3333333,67.66666667,232.6666667,100.1666667,110.0774179,"S130, S135, S135, S135, S135, S135, S135, ",49.293217,-123.138672
10377,800 CLARK DRIVE,CLARK DRIVE,0,0,0,4237,4240,,, Arterial,1.0,460000.0,,122000.0,,2013.0,,447000.0,,102000.0,,1906.0,,2005.0,,,,,,99.29187594,"S200, S200, S300, S300, S300, S300, S300, ",49.278114,-123.077187
10378,800 COMMERCIAL DIV NORTH,COMMERCIAL DIV NORTH,0,0,0,4544,4585,,, Secondary Arterial,2.0,2749000.0,8485.281374,525400.0,685327.8923,2013.0,0.0,2569000.0,8485.281374,531850.0,696005.2047,1951.5,27.57716447,1953.0,25.45584412,4768.75,450.75,2081.75,730.25,113.9812227,"R100, S130, S135, S200, S230, S230, S230, S700, ",49.27731,-123.070193
10379,800 COMMERCIAL DRIVE,COMMERCIAL DRIVE,0,0,0,4520,4521,,, Residential,4.0,1259750.0,646910.2849,187700.0,363557.6891,2013.0,0.0,1169000.0,634896.842,200575.0,389638.1088,1925.0,22.60530911,1930.333333,23.2880513,837.0,88.44444444,392.2222222,128.6666667,100.8935194,"S130, S130, S200, S230, S230, S300, S300, S700, ",49.27731,-123.070193
10380,800 CORDOVA DIVERSION,CORDOVA DIVERSION,0,0,0,3817,3917,,, Arterial,3.0,2689666.667,1798004.542,1383333.333,1720533.154,2013.0,0.0,2467333.333,1649504.269,1527333.333,1641224.34,1982.666667,7.767453465,1982.666667,7.767453465,,,,,228.0773939,"S200, S200, S300, S300, S700, ",49.2824822,-123.0856369
